序号,简体,拼音,繁体,笔画,五行,姓氏
5286,替,ti,替,12,金,否
5287,裼,ti,裼,14,火,否
5288,嚏,ti,嚏,17,火,否
5289,天,tian,天,4,火,是
5290,添,tian,添,12,水,否
5291,田,tian,田,5,火,是
5292,恬,tian,恬,10,火,是
5293,畋,tian,畋,9,火,否
5294,甜,tian,甛,10,火,否
5295,填,tian,填,13,土,否
5296,阗,tian,闐,18,火,否
5297,忝,tian,忝,8,火,否
5298,殄,tian,殄,9,火,否
5299,淟,tian,淟,12,水,否
5300,腆,tian,腆,12,火,否
5301,舔,tian,舔,14,火,否
5302,掭,tian,掭,12,火,否
5303,佻,tiao,佻,8,火,否
5304,挑,tiao,挑,10,火,否
5305,祧,tiao,祧,12,火,否
5306,条,tiao,條,10,火,是
5307,迢,tiao,迢,12,火,否
5308,笤,tiao,笤,11,木,否
5309,龆,tiao,齠,20,火,否
5310,蜩,tiao,蜩,14,火,否
5311,髫,tiao,髫,15,火,否
5312,鲦,tiao,鰷,21,火,否
5313,窕,tiao,窕,11,土,否
5314,眺,tiao,眺,11,土,否
5315,粜,tiao,糶,11,火,否
5316,铫,tiao、diao,銚,14,金,是
5317,跳,tiao,跳,13,火,否
5318,贴,tie,貼,12,火,否
5319,萜,tie,萜,14,木,否
5320,铁,tie,鐵,21,金,是
5321,帖,tie,帖,8,火,否
5322,餮,tie,餮,18,火,否
5323,厅,ting,廳,25,火,否
5324,汀,ting,汀,6,水,否
5325,听,ting,聽,22,火,是
5326,町,ting,町,7,火,否
5327,烃,ting,烴,11,火,否
5328,廷,ting,廷,7,火,是
5329,亭,ting,亭,9,火,是
5330,庭,ting,庭,10,火,是
5331,莛,ting,莛,13,木,否
5332,停,ting,停,11,火,否
5333,婷,ting,婷,12,火,否
5334,葶,ting,葶,15,木,否
5335,蜓,ting,蜓,13,火,否
5336,霆,ting,霆,15,水,否
5337,挺,ting,挺,10,火,否
5338,梃,ting,梃,11,木,否
5339,珽,ting,珽,11,火,否
5340,铤,ting、ding,鋌,15,金,否
5341,艇,ting,艇,13,火,否
5342,通,tong,通,14,火,是
5343,仝,tong,仝,5,火,是
5344,同,tong,同,6,火,是
5345,佟,tong,佟,7,火,是
5346,彤,tong,彤,7,火,是
5347,茼,tong,茼,12,木,否
5348,桐,tong,桐,10,木,是
5349,砼,tong,砼,10,木,否
5350,铜,tong,銅,14,金,是
5351,童,tong,童,12,金,是
5352,酮,tong,酮,13,金,否
5353,僮,zhuang、tong,僮,14,金,是
5354,潼,tong,潼,16,水,否
5355,瞳,tong,瞳,17,火,否
5356,统,tong,統,12,木,是
5357,捅,tong,捅,11,金,否
5358,桶,tong,桶,11,木,否
5359,筒,tong,筩,12,木,否
5360,恸,tong,慟,10,金,否
5361,痛,tong,痛,12,火,是
5362,偷,tou,婾,11,金,否
5363,头,tou,頭,16,火,否
5364,投,tou,投,8,火,否
5365,骰,tou,骰,14,金,否
5366,透,tou,透,14,火,否
5367,凸,tu,凸,6,金,否
5368,秃,tu,秃,7,土,是
5369,突,tu,突,9,火,否
5370,图,tu,圖,14,火,是
5371,凃,tu,凃,9,火,是
5372,徒,tu,徒,10,火,是
5373,涂,tu,涂,11,水,是
5374,荼,tu,荼,13,木,否
5375,途,tu,途,14,金,否
5376,屠,tu,屠,11,火,是
5377,酴,tu,酴,14,金,否
5378,土,tu,土,3,土,是
5379,吐,tu,吐,6,土,是
5380,钍,tu,釷,11,金,否
5381,兔,tu,兎,8,金,否
5382,堍,tu,堍,10,土,否
5383,菟,tu,菟,14,木,是
5384,湍,tuan、zhuan,湍,13,水,是
5385,团,tuan,團,14,火,否
5386,抟,tuan,摶,15,火,否
5387,疃,tuan,疃,17,火,否
5388,彖,tuan,彖,10,火,否
5389,推,tui,推,12,金,是
5390,颓,tui,頹,16,金,否
5391,腿,tui,腿,15,金,否
5392,退,tui,退,13,火,否
5393,煺,tui,煺,13,火,否
5394,蜕,tui,蜕,13,火,否
5395,褪,tui、tun,褪,15,火,否
5396,吞,tun,吞,7,火,否
5397,暾,tun,暾,16,火,否
5398,屯,tun、zhun,屯,4,火,是
5399,饨,tun,飩,12,火,否
5400,豚,tun,豚,11,火,否
5401,臀,tun,臋,17,火,否
5402,氽,tun,氽,6,火,否
5403,乇,tuo,乇,3,火,否
5404,托,tuo,托,7,火,是
5405,拖,tuo,拕,9,火,否
5406,脱,tuo,脱,13,火,是
5407,驮,duo、tuo,馱,13,火,否
5408,佗,tuo,佗,7,火,是
5409,陀,tuo,陀,13,火,是
5410,坨,tuo,坨,8,土,否
5411,沱,tuo,沲,9,水,否
5412,驼,tuo,駝,15,火,否
5413,柁,tuo,柁,9,木,否
5414,砣,tuo,砤,10,土,否
5415,鸵,tuo,鴕,16,火,否
5416,跎,tuo,跎,12,火,否
5417,酡,tuo,酡,12,火,否
5418,橐,tuo,橐,16,火,否
5419,鼍,tuo,鼉,20,火,否
5420,妥,tuo,妥,7,火,否
5421,庹,tuo,庹,10,火,否
5422,椭,tuo,椭,12,木,否
5423,拓,ta、tuo、zhi,拓,9,火,是
5424,柝,tuo,柝,9,木,否
5425,唾,tuo,唾,11,火,否
5426,箨,tuo,籜,14,火,否
5427,哇,wa,哇,9,土,否
5428,娃,wa,娃,9,土,否
5429,挖,wa,挖,10,火,否
5430,洼,wa,洼,10,水,否
5431,娲,wa,媧,11,火,是
5432,蛙,wa,蛙,12,土,否
5433,瓦,wa,瓦,5,土,是
5434,佤,wa,佤,6,火,否
5435,袜,wa,襪,11,火,否
5436,腽,wa,腽,15,火,否
5437,歪,wai,歪,9,火,否
5438,崴,wai、wei,崴,12,土,否
5439,外,wai,外,5,木,否
5440,弯,wan,彎,22,火,否
5441,剜,wan,剜,10,金,否
5442,湾,wan,灣,26,水,否
5443,蜿,wan,蜿,14,火,否
5444,豌,wan,豌,15,土,否
5445,丸,wan,丸,3,土,是
5446,纨,wan,紈,9,火,否
5447,芄,wan,芄,9,木,否
5448,完,wan,完,7,土,是
5449,玩,wan,玩,9,木,否
5450,顽,wan,頑,13,火,是
5451,烷,wan,烷,11,火,否
5452,宛,wan,宛,8,土,是
5453,挽,wan,輓,11,火,否
5454,晚,wan,晚,11,水,否
5455,莞,wan、guan,莞,13,木,是
5456,婉,wan,婉,11,土,否
5457,惋,wan,惋,12,火,否
5458,涴,wan、wo,涴,12,水,否
5459,绾,wan,綰,14,火,否
5460,脘,wan,脘,13,火,否
5461,菀,wan、yu,菀,14,木,否
5462,琬,wan,琬,13,土,否
5463,皖,wan,皖,12,木,是
5464,畹,wan,畹,13,火,否
5465,碗,wan,碗,13,土,否
5466,万,wan,萬,15,水,是
5467,腕,wan,腕,14,火,否
5468,汪,wang,汪,8,水,是
5469,亡,wang,亡,3,水,否
5470,王,wang,王,4,土,是
5471,网,wang,網,14,水,否
5472,往,wang,往,8,土,是
5473,枉,wang,枉,8,木,否
5474,罔,wang,罔,8,火,是
5475,惘,wang,惘,12,火,否
5476,辋,wang,輞,15,火,否
5477,魍,wang,魍,18,火,否
5478,妄,wang,妄,6,火,否
5479,忘,wang,忘,7,水,否
5480,旺,wang,旺,8,土,是
5481,望,wang,朢,11,水,是
5482,危,wei,危,6,水,是
5483,威,wei,威,9,土,是
5484,偎,wei,偎,11,水,否
5485,逶,wei,逶,15,水,否
5486,隈,wei,隈,16,水,否
5487,葳,wei,葳,15,木,否
5488,微,wei,微,13,水,是
5489,煨,wei,煨,13,火,否
5490,薇,wei,薇,19,木,否
5491,巍,wei,巍,21,土,否
5492,为,wei,爲,12,土,否
5493,韦,wei,韋,9,土,是
5494,蓊,weng,蓊,16,木,否
5495,瓮,weng,罋,9,土,否
5496,蕹,weng,蕹,19,木,否
5497,挝,wo、zhua,撾,10,火,否
5498,倭,wo,倭,10,火,是
5499,涡,wo、guo,渦,12,水,是
5500,莴,wo,萵,13,木,否
5501,喔,o、wo,喔,12,火,否
5502,窝,wo,窩,12,火,否
5503,蜗,wo,蝸,13,火,否
5504,我,wo,我,7,木,是
5505,沃,wo,沃,8,水,是
5506,肟,wo,肟,9,火,否
5507,卧,wo,臥,8,木,是
5508,偓,wo,偓,11,木,是
5509,幄,wo,幄,12,火,否
5510,握,wo,握,13,土,否
5511,渥,wo,渥,13,水,否
5512,硪,wo,硪,12,土,否
5513,斡,wo,斡,13,木,否
5514,龌,wo,齷,24,火,否
5515,乌,wu,烏,10,火,是
5516,圬,wu,釫,7,土,否
5517,污,wu,汚,7,水,否
5518,邬,wu,鄔,17,土,是
5519,呜,wu,嗚,13,土,否
5520,巫,wu,巫,7,火,是
5521,屋,wu,屋,9,土,是
5522,诬,wu,誣,14,土,否
5523,钨,wu,钨,18,金,否
5524,无,wu,無,12,水,是
5525,毋,wu,毋,4,水,是
5526,吴,wu,吴,7,木,是
5527,吾,wu,吾,7,木,是
5528,芜,wu,蕪,18,木,否
5529,郚,wu,郚,14,水,是
5530,唔,wu,唔,10,土,否
5531,梧,wu,梧,11,木,是
5532,浯,wu,浯,11,水,是
5533,蜈,wu,蜈,13,土,否
5534,鼯,wu,鼯,20,土,否
5535,五,wu,五,5,木,是
5536,午,wu,午,4,火,否
5537,仵,wu,仵,6,土,是
5538,伍,wu,伍,6,土,是
5539,坞,wu,坞,13,土,否
5540,妩,wu,嫵,15,木,否
5541,庑,wu,廡,15,土,否
5542,忤,wu,忤,8,土,否
5543,怃,wu,廡,16,土,否
5544,迕,wu,迕,11,土,否
5545,武,wu,武,8,水,是
5546,侮,wu,侮,9,土,否
5547,捂,wu,摀,11,土,否
5548,牾,wu,牾,11,土,否
5549,珷,wu,珷,13,木,否
5550,鹉,wu,鵡,19,土,否
5551,舞,wu,舞,14,水,是
5552,兀,wu,兀,3,土,是
5553,勿,wu,勿,4,水,是
5554,务,wu,務,10,水,是
5555,戊,wu,戊,5,土,是
5556,阢,wu,阢,10,土,否
5557,扤,wu,扤,7,木,是
5558,杌,wu,杌,7,木,是
5559,芴,wu,芴,10,木,否
5560,物,wu,物,8,水,否
5561,误,wu,誤,14,土,否
5562,悟,wu,悟,11,木,否
5563,晤,wu,晤,11,木,否
5564,焐,wu,焐,11,火,否
5565,婺,wu,婺,12,土,否
5566,痦,wu,痦,12,土,否
5567,骛,wu,騖,19,土,否
5568,雾,wu,霧,19,水,否
5569,寤,wu,寤,14,土,否
5570,鹜,wu,騖,20,土,否
5571,鋈,wu,鋈,15,金,否
5572,夕,xi,夕,3,金,是
5573,兮,xi,兮,4,金,否
5574,汐,xi,汐,7,水,否
5575,西,xi,西,6,金,是
5576,吸,xi,吸,6,金,否
5577,希,xi,希,7,水,是
5578,昔,xi,昔,8,金,是
5579,析,xi,析,8,木,是
5580,矽,xi,矽,5,土,否
5581,穸,xi,穸,8,金,否
5582,诶,ai,誒,14,火,否
5583,郗,xi,郗,14,水,是
5584,唏,xi,唏,10,金,否
5585,奚,xi,奚,10,木,是
5586,娭,ai、xi,娭,10,火,否
5587,息,xi,息,10,金,是
5588,晞,xi,晞,11,火,否
5589,浠,xi,浠,11,水,否
5590,牺,xi,犧,20,木,否
5591,悉,xi,悉,11,金,是
5592,惜,xi,惜,12,金,否
5593,欷,xi,欷,11,金,否
5594,淅,xi,淅,12,水,否
5595,烯,xi,烯,11,火,否
5596,硒,xi,硒,11,土,否
5597,菥,xi,菥,14,木,否
5598,傒,xi,傒,12,金,是
5599,晰,xi,晳,12,金,否
5600,犀,xi,犀,12,金,是
5601,稀,xi,稀,12,木,否
5602,粞,xi,粞,12,金,否
5603,翕,xi,翕,12,土,否
5604,舾,xi,舾,12,金,否
5605,溪,xi,嵠,14,水,否
5606,皙,xi,皙,13,木,否
5607,锡,xi,錫,16,金,是
5608,僖,xi,僖,14,金,是
5609,熄,xi,熄,13,火,否
5610,熙,xi,熈,13,水,否
5611,蜥,xi,蜥,14,金,否
5612,嘻,xi,譆,15,金,否
5613,嬉,xi,嬉,15,水,否
5614,膝,xi,膝,17,金,否
5615,樨,xi,樨,16,木,否
5616,歙,xi、she,歙,16,土,否
5617,熹,xi,熺,16,火,否
5618,羲,xi,羲,16,金,是
5619,螅,xi,螅,16,金,否
5620,燨,xi,燨,21,金,否
5621,蟋,xi,蟋,17,金,否
5622,谿,xi,谿,17,金,是
5623,雟,xi,雟,18,金,是
5624,醯,xi,醯,19,金,否
5625,曦,xi,燨,20,火,否
5626,鼷,xi,鼷,23,金,否
5627,习,xi,習,11,水,是
5628,席,xi,蓆,10,金,是
5629,袭,xi,襲,22,金,是
5630,觋,xi,覡,11,金,否
5631,媳,xi,媳,13,金,否
5632,隰,xi,隰,22,金,是
5633,檄,xi,檄,17,木,否
5634,洗,xi、xian,洗,10,水,是
5635,玺,xi,璽,19,火,否
5636,徙,xi,徙,11,金,否
5637,铣,xi,銑,14,金,是
5638,喜,xi,喜,12,水,是
5639,葸,xi,葸,15,木,否
5640,屣,xi,屣,14,金,否
5641,蓰,xi,蓰,17,木,否
5642,禧,xi,禧,17,水,否
5643,鱚,xi,鱚,23,金,否
5644,戏,xi,戲,17,金,是
5645,系,xi、ji,繋,19,金,是
5646,饩,xi,餼,18,金,否
5647,细,xi,細,11,金,否
5648,郄,qie、xi,郄,13,金,是
5649,郤,xi,郤,14,金,是
5650,阋,xi,鬩,16,金,否
5651,舄,xi,舄,12,金,否
5652,隙,xi,隙,18,水,否
5653,禊,xi,禊,14,金,否
5654,呷,ga、xia,呷,8,木,否
5655,虾,xia,蝦,15,水,否
5656,瞎,xia,瞎,15,木,否
5657,匣,xia,匣,7,木,否
5658,侠,xia,俠,9,木,是
5659,狎,xia,狎,9,木,否
5660,峡,xia,峽,10,土,否
5661,柙,xia,柙,9,木,否
5662,狭,xia,狹,11,木,否
5663,硖,xia,硤,12,土,否
5664,遐,xia,遐,16,土,否
5665,暇,xia,暇,13,木,否
5666,瑕,xia,瑕,14,土,是
5667,辖,xia,轄,17,木,否
5668,霞,xia,霞,17,水,是
5669,黠,xia,黠,18,木,否
5670,下,xia,下,3,水,否
5671,吓,xia、he,嚇,7,木,否
5672,夏,xia,夏,10,火,是
5673,厦,xia、sha,厦,12,木,否
5674,罅,xia,罅,17,木,否
5675,仙,xian,僊,5,金,否
5676,先,xian,先,6,金,是
5677,纤,xian,縴,23,金,否
5678,氙,xian,氙,7,土,否
5679,祆,xian,祆,9,金,否
5680,籼,xian,秈,9,金,否
5681,莶,xian,薟,13,木,否
5682,掀,xian,掀,10,金,否
5683,跹,xian,躚,26,金,否
5684,酰,xian,酰,13,金,否
5685,锨,xian,鍁,16,金,否
5686,鲜,xian,鮮,17,金,是
5687,暹,xian,暹,19,金,否
5688,伭,xian,伭,7,金,是
5689,闲,xian,閑,12,水,否
5690,弦,xian,絃,8,水,是
5691,贤,xian,賢,15,木,是
5692,咸,xian、jian,咸,9,水,是
5693,涎,xian,涎,11,水,否
5694,娴,xian,嫻,15,土,否
5695,舷,xian,舷,11,金,否
5696,衔,xian,銜,14,金,否
5697,痫,xian,癇,17,金,否
5698,鹇,xian,鷳,23,金,否
5699,嫌,xian,嫌,13,金,否
5700,冼,xian,冼,8,水,是
5701,显,xian,顯,23,火,是
5702,险,xian,險,21,金,否
5703,猃,xian,獫,17,金,否
5704,蚬,xian,蜆,13,金,否
5705,筅,xian,箲,12,木,否
5706,跣,xian,跣,13,金,否
5707,藓,xian,蘚,23,木,否
5708,燹,xian,燹,18,金,否
5709,县,xian,縣,16,木,是
5710,岘,xian,峴,7,土,否
5711,苋,xian,莧,13,木,是
5712,现,xian,現,12,水,否
5713,线,xian,綫,14,金,否
5714,限,xian,限,14,金,否
5715,宪,xian,寰,16,水,是
5716,陷,xian,陷,15,金,否
5717,馅,xian,餡,17,金,否
5718,缐,xian,線,15,金,是
5719,羡,xian,羡,12,金,否
5720,献,xian,獻,20,木,是
5721,腺,xian,腺,15,金,否
5722,霰,xian,霰,20,金,否
5723,乡,xiang,鄉,17,水,是
5724,芗,xiang,薌,17,木,否
5725,相,xiang,相,9,木,是
5726,香,xiang,香,9,水,否
5727,厢,xiang,厢,11,木,否
5728,湘,xiang,湘,13,水,是
5729,缃,xiang,緗,15,木,否
5730,葙,xiang,葙,15,木,否
5731,箱,xiang,箱,15,木,否
5732,襄,xiang,襄,17,火,是
5733,骧,xiang,驤,27,火,否
5734,镶,xiang,鑲,25,金,否
5735,详,xiang,詳,13,金,否
5736,庠,xiang,庠,9,金,否
5737,祥,xiang,祥,11,金,否
5738,翔,xiang,翔,12,土,否
5739,享,xiang,享,8,水,否
5740,响,xiang,響,22,水,否
5741,饷,xiang,餉,15,水,否
5742,飨,xiang,饗,22,水,否
5743,想,xiang,想,13,金,否
5744,鲞,xiang,鮝,17,水,否
5745,向,xiang,向,6,水,是
5746,巷,xiang、hang,巷,9,水,是
5747,项,xiang,項,12,水,是
5748,象,xiang,象,12,金,是
5749,像,xiang,像,14,金,否
5750,橡,xiang,橡,16,木,否
5751,蟓,xiang,蟓,18,金,否
5752,枭,xiao,梟,11,木,是
5753,削,xiao、shao,削,9,金,是
5754,哓,xiao,嘵,15,金,否
5755,枵,xiao,枵,9,木,否
5756,骁,xiao,驍,22,金,否
5757,宵,xiao,宵,10,金,否
5758,消,xiao,消,11,水,否
5759,绡,xiao,綃,13,金,否
5760,逍,xiao,逍,14,金,否
5761,萧,xiao,蕭,19,木,是
5762,硝,xiao,硝,12,土,否
5763,销,xiao,銷,15,金,是
5764,潇,xiao,瀟,20,水,否
5765,箫,xiao,簫,14,木,否
5766,霄,xiao,霄,15,水,是
5767,魈,xiao,魈,17,木,否
5768,嚣,xiao,嚻,21,木,是
5769,崤,xiao,崤,11,土,否
5770,淆,xiao,淆,12,水,否
5771,小,xiao,小,3,金,是
5772,晓,xiao,暁,16,火,否
5773,筱,xiao,筱,16,木,是
5774,孝,xiao,孝,7,水,是
5775,肖,xiao,肖,19,木,是
5776,哮,xiao,哮,10,木,否
5777,效,xiao,俲,10,水,否
5778,校,xiao,校,10,木,是
5779,笑,xiao,笑,10,金,否
5780,啸,xiao,嘨,16,木,否
5781,些,xie,些,8,金,否
5782,楔,xie,楔,13,木,否
5783,歇,xie,歇,13,木,否
5784,蝎,xie,蠍,15,木,否
5785,协,xie,協,8,水,否
5786,邪,xie,邪,11,水,否
5787,胁,xie,脅,10,水,否
5788,挟,xie、jia,挾,11,水,是
5789,偕,xie,偕,11,木,否
5790,斜,xie,斜,11,金,否
5791,谐,xie,諧,16,木,否
5792,携,xie,攜,14,水,是
5793,勰,xie,勰,15,水,否
5794,撷,xie,擷,19,木,否
5795,缬,xie,纈,27,水,否
5796,鞋,xie,鞵,14,土,否
5797,写,xie,冩,15,水,否
5798,泄,xie,洩,9,水,是
5799,泻,xie,瀉,19,水,否
5800,绁,xie,紲,10,水,否
5801,卸,xie,卸,9,水,否
5802,洩,xie,洩,10,水,是
5803,屑,xie,屑,10,水,否
5804,偰,xie,偰,11,金,是
5805,械,xie,械,11,木,否
5806,亵,xie,褻,17,水,否
5807,渫,xie,渫,13,水,是
5808,谢,xie,謝,17,金,是
5809,榍,xie,榍,14,木,否
5810,榭,xie,榭,14,木,否
5811,廨,xie,廨,16,水,否
5812,懈,xie,懈,17,水,否
5813,獬,xie,獬,17,水,否
5814,薤,xie,薤,19,木,否
5815,邂,xie,邂,20,水,否
5816,燮,xie,爕,17,火,是
5817,瀣,xie,瀣,20,水,否
5818,蟹,xie,蠏,19,木,否
5819,躞,xie,躞,24,水,否
5820,心,xin,心,4,金,是
5821,忻,xin,忻,8,水,否
5822,芯,xin,芯,10,木,否
5823,辛,xin,辛,7,金,是
5824,昕,xin,昕,8,火,否
5825,欣,xin,俽,8,木,否
5826,莘,shen、xin,莘,13,木,是
5827,訢,xin,訢,11,金,是
5828,锌,xin,鋅,15,金,否
5829,新,xin,新,13,金,否
5830,歆,xin,歆,13,金,否
5831,薪,xin,薪,19,木,是
5832,馨,xin,馨,20,金,否
5833,鑫,xin,鑫,24,金,是
5834,囟,xin,囟,6,金,否
5835,信,xin,信,9,金,是
5836,衅,xin,衅,11,金,否
5837,兴,xing,興,16,水,是
5838,星,xing,星,9,金,是
5839,惺,xing,惺,13,金,否
5840,猩,xing,猩,13,金,否
5841,腥,xing,腥,15,金,否
5842,刑,xing,刑,6,水,是
5843,行,xing,行,6,水,是
5844,邢,xing,邢,11,金,是
5845,形,xing,形,7,水,是
5846,陉,xing,陘,15,金,是
5847,型,xing,型,9,土,否
5848,硎,xing,硎,11,土,否
5849,醒,xing,醒,16,金,否
5850,擤,xing,擤,18,金,否
5851,杏,xing,杏,7,木,是
5852,姓,xing,姓,8,金,否
5853,幸,xing,幸,8,水,是
5854,性,xing,性,9,金,是
5855,荇,xing,莕,12,木,否
5856,婞,xing,婞,11,水,否
5857,悻,xing,悻,12,木,否
5858,凶,xiong,凶,6,水,否
5859,兄,xiong、kuang,兄,5,水,是
5860,匈,xiong,匈,6,金,否
5861,芎,xiong,芎,8,木,否
5862,讻,xiong,訩,11,水,否
5863,汹,xiong,洶,8,水,否
5864,胸,xiong,胷,12,金,否
5865,雄,xiong,雄,12,水,是
5866,熊,xiong,熊,14,水,是
5867,休,xiu,休,6,水,是
5868,修,xiu,修,10,金,是
5869,咻,xiu,咻,9,金,否
5870,庥,xiu,庥,9,金,否
5871,羞,xiu,羞,11,金,否
5872,脩,xiu,脩,10,金,是
5873,鸺,xiu,鵂,17,金,否
5874,貅,xiu,貅,13,金,否
5875,馐,xiu,饈,19,金,否
5876,髹,xiu,髹,16,金,否
5877,朽,xiu,朽,6,木,否
5878,秀,xiu,秀,7,金,否
5879,岫,xiu,岫,8,土,否
5880,绣,xiu,繍,13,金,否
5881,袖,xiu,袖,11,金,否
5882,琇,xiu,琇,12,金,否
5883,锈,xiu,銹,15,金,否
5884,溴,xiu,溴,14,水,否
5885,戌,xu,戌,6,土,是
5886,盱,xu,盱,8,土,是
5887,砉,hua、xu,砉,9,土,否
5888,胥,xu,胥,9,金,是
5889,须,xu,鬚,12,金,是
5890,訏,xu,訏,10,金,否
5891,顼,xu,頊,14,土,是
5892,虚,xu,虚,11,水,是
5893,欻,chua,欻,12,火,否
5894,嘘,xu,嘘,14,土,否
5895,需,xu,需,14,金,否
5896,墟,xu,墟,14,土,否
5897,徐,xu,徐,10,金,是
5898,许,xu,許,11,木,是
5899,诩,xu,詡,13,土,否
5900,栩,xu,栩,10,木,否
5901,糈,xu,糈,15,土,否
5902,旭,xu,旭,6,木,否
5903,序,xu,序,7,金,是
5904,叙,xu,敍,9,金,否
5905,恤,xu,賉,10,水,是
5906,洫,xu,洫,10,水,否
5907,畜,xu、chu,畜,10,火,是
5908,勖,xu,勗,11,土,否
5909,绪,xu,緒,15,金,否
5910,续,xu,續,20,金,是
5911,酗,xu,酗,11,金,否
5912,婿,xu,壻,12,金,否
5913,溆,xu,溆,13,水,否
5914,絮,xu,絮,12,金,否
5915,嗅,xiu,嗅,13,金,否
5916,煦,xu,煦,13,金,否
5917,蓄,xu,蓄,16,木,是
5918,蓿,xu,蓿,17,木,否
5919,轩,xuan,軒,10,土,是
5920,宣,xuan,宣,9,金,是
5921,谖,xuan,諼,16,金,否
5922,喧,xuan,喧,12,金,否
5923,揎,xuan,揎,13,金,否
5924,萱,xuan,萲,15,木,否
5925,暄,xuan,暄,13,金,否
5926,煊,xuan,煊,13,火,否
5927,儇,xuan,儇,15,金,是
5928,玄,xuan,玄,5,水,是
5929,痃,xuan,痃,10,金,否
5930,悬,xuan,懸,20,木,是
5931,旋,xuan,鏇,11,金,否
5932,漩,xuan,漩,15,水,否
5933,璇,xuan,璿,16,火,否
5934,选,xuan,選,19,金,是
5935,烜,xuan,烜,10,火,否
5936,癣,xuan,癬,22,金,否
5937,泫,xuan,泫,9,水,是
5938,炫,xuan,炫,9,火,否
5939,绚,xuan,絢,12,金,否
5940,眩,xuan,眩,10,金,否
5941,铉,xuan,鉉,13,金,是
5942,渲,xuan,渲,13,水,否
5943,楦,xuan,楥,13,木,否
5944,碹,xuan,碹,14,土,否
5945,靴,xue,鞾,13,木,否
5946,薛,xue,薛,19,木,是
5947,穴,xue,穴,5,水,是
5948,学,xue,學,16,水,是
5949,泶,xue,澩,9,水,否
5950,踅,xue,踅,14,水,否
5951,雪,xue,雪,11,水,是
5952,鳕,xue,鱈,22,水,否
5953,血,xue,血,6,水,否
5954,谑,nue,謔,16,火,否
5955,勋,xun,勛,13,土,是
5956,埙,xun,塤,13,土,否
5957,熏,xun,熏,14,水,否
5958,窨,xun,窨,14,水,否
5959,獯,xun,獯,18,水,否
5960,薰,xun,薰,20,木,是
5961,曛,xun,曛,18,火,否
5962,醺,xun,醺,21,水,否
5963,寻,xun,尋,12,火,是
5964,巡,xun,廵,7,金,否
5965,旬,xun,旬,6,金,是
5966,驯,xun,馴,13,金,否
5967,询,xun,詢,13,金,否
5968,峋,xun,峋,9,土,否
5969,恂,xun,恂,10,水,否
5970,洵,xun,洵,10,水,否
5971,浔,xun,潯,16,水,是
5972,紃,xun,紃,9,火,否
5973,荀,xun,荀,12,木,是
5974,珣,xun,珣,11,火,否
5975,循,xun,循,12,火,否
5976,鄩,xun,鄩,19,火,是
5977,鲟,xun,鱘,17,水,否
5978,训,xun,訓,10,水,是
5979,讯,xun,訊,10,火,否
5980,汛,xun,汛,7,水,否
5981,迅,xun,迅,10,火,否
5982,徇,xun,徇,12,水,否
5983,逊,xun,遜,17,金,否
5984,殉,xun,殉,10,金,否
5985,巽,xun,巽,12,火,否
5986,蕈,xun,蕈,18,木,否
5987,丫,ya,丫,3,土,否
5988,压,ya,壓,17,土,否
5989,呀,ya,呀,7,土,否
5990,押,ya,押,9,土,否
5991,鸦,ya,鴉,15,土,是
5992,桠,ya,椏,10,木,否
5993,鸭,ya,鴨,16,土,否
5994,牙,ya,牙,4,木,是
5995,伢,ya,伢,6,土,否
5996,岈,ya,岈,7,土,否
5997,芽,ya,芽,10,木,否
5998,厓,ya,厓,8,木,是
5999,琊,ya,琊,11,土,否
6000,蚜,ya,蚜,10,土,否
6001,崖,ya,崕,11,土,是
6002,涯,ya,涯,12,水,否
6003,睚,ya,睚,13,土,否
6004,衙,ya,衙,13,土,是
6005,疋,ya,疋,5,水,否
6006,哑,ya,啞,11,土,否
6007,雅,ya,雅,12,木,否
6008,亚,ya,亞,8,土,是
6009,讶,ya,訝,11,土,否
6010,迓,ya,迓,11,土,否
6011,垭,ya,埡,9,土,否
6012,娅,ya,婭,9,土,否
6013,砑,ya,砑,9,土,否
6014,氩,ya,氬,10,土,否
6015,揠,ya,揠,13,土,否
6016,咽,yan、ye,咽,9,土,否
6017,恹,yan,恹,10,土,否
6018,烟,yan,煙,13,火,否
6019,胭,yan,臙,10,土,否
6020,崦,yan,崦,11,土,否
6021,淹,yan,淹,12,水,是
6022,焉,yan,焉,11,土,是
6023,菸,yan,菸,14,木,否
6024,阉,yan,閹,16,土,否
6025,湮,yan,湮,13,水,否
6026,腌,yan、a,腌,14,土,否
6027,鄢,yan,鄢,18,土,是
6028,嫣,yan,嫣,14,土,否
6029,蔫,nian,蔫,17,木,否
6030,延,yan,延,7,土,是
6031,严,yan,嚴,20,木,是
6032,妍,yan,姸,9,水,否
6033,芫,yan、yuan,芫,10,木,否
6034,言,yan,言,7,木,是
6035,岩,yan,巖,23,土,是
6036,沿,yan,沿,9,水,否
6037,炎,yan,炎,8,火,是
6038,研,yan,研,11,木,是
6039,盐,yan,鹽,24,土,是
6040,阎,yan,閻,16,木,是
6041,筵,yan,筵,13,木,否
6042,蜒,yan,蜒,13,土,否
6043,颜,yan,顔,18,木,是
6044,檐,yan,簷,17,木,否
6045,兖,yan,兖,8,木,是
6046,奄,yan,奄,8,土,是
6047,俨,yan,儼,22,木,否
6048,匽,yan,匽,9,土,是
6049,衍,yan,衍,10,水,是
